"","Week 2019-01-06","Week 2019-01-13","Week 2019-01-20","Week 2019-01-27","Week 2019-02-03","Week 2019-02-10","Week 2019-02-17","Week 2019-02-24","Week 2019-03-03","Week 2019-03-10","Week 2019-03-17","Week 2019-03-24","Week 2019-03-31","Week 2019-04-07","Week 2019-04-14","Week 2019-04-21","Week 2019-04-28","Week 2019-05-05","Week 2019-05-12","Week 2019-05-19","Week 2019-05-26","Week 2019-06-02","Week 2019-06-09","Week 2019-06-16","Week 2019-06-23","Week 2019-06-30","Week 2019-07-07","Week 2019-07-14","Week 2019-07-21","Week 2019-07-28","Week 2019-08-04","Week 2019-08-11","Week 2019-08-18","Week 2019-08-25","Week 2019-09-01","Week 2019-09-08","Week 2019-09-15","Week 2019-09-22","Week 2019-09-29","Week 2019-10-06","Week 2019-10-13","Week 2019-10-20","Week 2019-10-27","Week 2019-11-03","Week 2019-11-10","Week 2019-11-17","Week 2019-11-24","Week 2019-12-01","Week 2019-12-08","Week 2019-12-15","Week 2019-12-22"
"Georgia",0,0.343007915567282,0.726744186046512,0,0,0,0,0,1.80927835051546,0.590909090909091,0,0,0,0,1.04712041884817,1.68421052631579,1.36551724137931,3.95801526717557,2.78524124881741,1.68618266978923,0.928251121076233,1.75791433891993,2.4134007585335,0.893681043129388,0.731070496083551,0.484149855907781,4.16666666666667,0.768194070080863,1.06145251396648,2.22516556291391,0.815326633165829,0.588235294117647,0,0,2.68625393494229,0.724960254372019,0.544642857142857,0.49,0.53125,0.698412698412698,1.21338912133891,0,0,0,0.822784810126582,0.931645569620253,1.77847113884555,1.52380952380952,0.684210526315789,0,1.98807157057654
"Hawaii",0,0,0,0,6.0294695481336,0,0,0,0,0,0,0,0,7.97266514806378,0,0,0,0,7.74645222327342,6.74473067915691,7.11659192825112,5.27374301675978,10.4930467762326,7.88064192577733,0,0,0,12.1630727762803,0,0,7.41206030150754,0,0,0,6.21196222455404,0,4.90178571428571,0,0,0,0,0,0,0,0,0,0,0,0,6.51340996168582,7.95228628230616
"Idaho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87606433301798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22098214285714,0,0,0,4.48953974895398,0,0,0,0,0,0,0,0,0,0
"Illinois",0.565217391304348,0.274406332453826,0.581395348837209,0,0.548133595284872,0.874617737003058,0,1.33333333333333,1.30670103092784,0,0,0,0,0,0.837696335078534,0,1.11724137931034,0,2.00189214758751,0,0.618834080717489,1.31843575418994,0,0.649949849548646,1.00522193211488,0.968299711815562,1.6304347826087,1.6644204851752,0.79608938547486,0,0.667085427135678,1.05882352941176,0.824512534818941,3.13659359190556,2.68625393494229,2.17488076311606,1.63392857142857,0.326666666666667,0.442708333333333,2.22222222222222,0.485355648535565,0.605839416058394,0,2.03234501347709,0,0,0.655226209048362,1.14285714285714,0.684210526315789,0.586206896551724,0
"Indiana",0,1.37203166226913,0,1.3125,0,2.08562691131498,0,0,0,0,0,1.65952080706179,8.16831683168317,0,0,0,0,0,1.74077578051088,0,0,3.62569832402235,0,0,2.65013054830287,1.21037463976945,2.89855072463768,4.09703504043127,2.12290502793296,4.7682119205298,3.40954773869347,3.52941176470588,0,4.65430016863406,5.20461699895068,1.32909379968204,1.08928571428571,1.79666666666667,3.09895833333333,4.25396825396825,1.21338912133891,1.51459854014599,0,2.31266846361186,1.64556962025316,0,0,1.33333333333333,0.821052631578947,0,0
"Iowa",2.91304347826087,1.5778364116095,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78947368421053,3.22758620689655,4.86641221374046,3.82970671712394,0,0,0,0,8.12437311935808,5.93994778067885,0,0,0,9.68575418994413,0,0,0,0,0,0,0,4.49330357142857,1.87833333333333,0,2.85714285714286,0,0,0,0,0,0,3.32293291731669,0,0,0,0
"Kansas",0,0,0,3.1875,3.10609037328094,0,0,0,0,0,3.91449814126394,0,0,0,0,0,0,0,0,0,0,0,0,4.2246740220662,9.13838120104439,0,6.70289855072464,0,0,3.81456953642384,0,0,0,3.54131534569983,0,6.40381558028617,2.45089285714286,0,0,3.17460317460317,0,0,0,0,0,0,0,0,0,3.32183908045977,0
"Kentucky",2.08695652173913,1.0976253298153,0,0,0,3.36391437308868,0,2.61111111111111,5.22680412371134,0,0,2.47162673392182,0,5.74031890660592,0,2.69473684210526,2.35862068965517,0,0,0,2.47533632286996,1.86778398510242,0,5.60581745235707,4.11227154046997,0,0,6.40161725067385,13.268156424581,0,0,0,6.18384401114206,2.52951096121417,8.22665267576076,4.22893481717011,0,1.47,3.27604166666667,1.9047619047619,0,3.93795620437956,0,3.50404312668464,0,0,2.38689547581903,0,0,0,2.78330019880716
"Louisiana",0,1.0976253298153,0,0,0,0,0,0,0,1.77272727272727,0,0,4.16584158415842,2.87015945330296,0,2.77894736842105,2.23448275862069,3.43893129770992,2.78524124881741,7.30679156908665,0,1.75791433891993,0,0,4.02088772845953,5.80979827089337,0,0,0,2.3841059602649,0,0,0,2.52951096121417,4.11332633788038,0,3.26785714285714,0,0,0,1.69874476987448,6.81569343065693,1.20967741935484,3.64420485175202,2.63291139240506,0,0,0,0,0,2.78330019880716
"Maine",0,3.43007915567282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0515222482436,0,5.16387337057728,10.283185840708,0,0,5.32564841498559,0,0,0,0,0,0,0,0,0,0,0,4.24666666666667,0,6.34920634920635,0,0,0,0,8.0632911392405,0,0,0,0,0,0
"Maryland",1.1304347826087,0,0,1.1875,0,1.782874617737,0.515151515151515,0,0,1.06363636363636,1.50557620817844,0,0,0,0,1.51578947368421,0,0,4.52601702932829,0,1.39237668161435,0,0,1.54363089267803,0,0,0,1.15229110512129,0,5.40397350993377,1.48241206030151,0,1.85515320334262,1.41652613827993,1.17523609653725,0,0.953125,1.63333333333333,0.885416666666667,0,0.97071129707113,2.57481751824818,0,0,1.48101265822785,0,1.35725429017161,0,0.684210526315789,0,0
"Massachusetts",0,0,0,0,0,0,0,0,0,0,0,2.18915510718789,0,1.27562642369021,0,0,0,0,2.43708609271523,2.10772833723653,0,1.53817504655493,1.57395701643489,2.43731193580742,0.913838120104439,0,0.905797101449275,1.92048517520216,0,2.22516556291391,1.18592964824121,0.941176470588235,0,1.2141652613828,1.00734522560336,1.93322734499205,0,1.96,0.708333333333333,0,1.69874476987448,2.12043795620438,1.12903225806452,1.61185983827493,0,1.28101265822785,0,0,0,2.08429118773946,1.43141153081511
"Michigan",0,0,0,0.875,0,0,0.400673400673401,1.05555555555556,0,0,0,0,1.7970297029703,0,0,0,1.86206896551724,0,2.1759697256386,0,1.85650224215247,0,1.36409608091024,1.05616850551655,0,0,0,2.43261455525606,6.36871508379888,0.95364238410596,2.07537688442211,2.47058823529412,3.09192200557103,2.02360876897133,2.43441762854145,0,0,1.14333333333333,2.56770833333333,0,1.45606694560669,0,0,1.40161725067385,0.987341772151899,1.04810126582278,0.93603744149766,3.23809523809524,0,1.62835249042146,0
"Minnesota",0,0.686015831134565,0,0,0,0,0,1.72222222222222,0,0,0,0,2.77722772277228,0,2.09424083769634,0,0,4.34732824427481,0,0,0,0,2.30847029077118,3.49348044132397,2.55874673629243,1.21037463976945,1.44927536231884,1.28032345013477,0,4.60927152317881,1.63065326633166,2.58823529411765,1.03064066852368,1.61888701517707,0,1.32909379968204,0,0.898333333333333,0.973958333333333,0,1.09205020920502,4.08941605839416,0,0,0,0,0,0,0,0,1.66998011928429
"Mississippi",3.8695652173913,0,0,0,0,0,0,0,0,0,10.0371747211896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98550724637681,3.96900269541779,0,4.60927152317881,4.89195979899498,7.52941176470588,0,0,0,0,0,2.61333333333333,0,0,3.27615062761506,0,0,0,0,0,4.58658346333853,0,0,0,0
"Missouri",0,0,1.45348837209302,0,0,0,0,1.66666666666667,0,0,0,0,0,1.75398633257403,0,3.45263157894737,1.48965517241379,2.20610687022901,1.74077578051088,0,1.54708520179372,0,4.72187104930468,3.49348044132397,6.48825065274151,3.87319884726225,2.89855072463768,1.40835579514825,4.24581005586592,4.7682119205298,0,1.29411764705882,2.8857938718663,3.035413153457,2.68625393494229,2.77901430842607,0,1.79666666666667,4.16145833333333,0,1.09205020920502,0,0,2.03234501347709,0,0,1.40405616224649,0,0.821052631578947,1.36781609195402,1.82902584493042
"Montana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nebraska",0,2.05804749340369,0,0,0,0,1.77441077441077,0,10.0515463917526,0,0,0,0,0,0,0,4.3448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33668341708543,4,2.8857938718663,0,0,12.0826709062003,3.13169642857143,8.16666666666667,0,0,6.79497907949791,0,0,0,0,0,0,0,0,0,5.72564612326044
"Nevada",0,0,0,0,2.6188605108055,0,0,0,0,0,0,3.03656998738966,0,0,0,0,0,0,0,2.81030444964871,0,0,0,0,0,2.17867435158501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34501347708895,0,0,0,0,0,0,3.33996023856859
"New Hampshire",0,3.08707124010554,0,0,6.09037328094303,0,2.63299663299663,0,0,0,0,0,0,0,0,0,0,0,0,0,6.652466367713,0,0,0,5.57441253263708,0,18.1159420289855,0,8.88966480446927,0,0,5.52941176470588,4.32869080779944,0,0,0,0,0,4.69270833333333,0,5.09623430962343,0,0,0,0,0,0,0,3.55789473684211,0,0
"New Jersey",0,0,0.872093023255814,1.5625,0,0,0,0,0,0,0.903345724907063,0,0,0,0,1.01052631578947,1.61379310344828,3.69847328244275,1.91485335856197,0.843091334894614,0,1.20856610800745,2.51833122629583,0.974924774322969,2.83289817232376,1.21037463976945,0.72463768115942,1.53638814016173,2.25558659217877,0,0,0.705882352941176,0.618384401114206,0,2.3504721930745,2.41653418124006,1.22544642857143,0.49,0.619791666666667,3.11111111111111,0.606694560669456,0,1.37096774193548,1.40161725067385,0.987341772151899,1.04810126582278,0,0,0,0.781609195402299,0
"New Mexico",4.34782608695652,0,0,0,0,0,0,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87319884726225,4.34782608695652,0,0,0,0,0,0,0,0,0,0,2.85833333333333,0,4.31746031746032,0,4.69525547445255,2.58064516129032,0,0,0,0,0,0,0,0
"New York",0.304347826086957,0.343007915567282,0.290697674418605,0,0.609037328094303,0,0,0,1.50773195876289,0,0,0.353089533417402,0.571782178217822,0.398633257403189,1.04712041884817,2.02105263157895,0.868965517241379,3.43893129770992,2.00189214758751,1.12412177985948,2.32062780269058,0.769087523277467,0.944374209860936,1.38114343029087,0,0.484149855907781,1.6304347826087,1.6644204851752,1.3268156424581,1.11258278145695,1.48241206030151,1.41176470588235,0.618384401114206,1.2141652613828,2.26652675760756,1.32909379968204,1.49776785714286,1.47,0.708333333333333,0.952380952380952,0.485355648535565,1.96897810218978,1.29032258064516,3.78436657681941,0.411392405063291,0.815189873417722,0.795631825273011,1.33333333333333,0.410526315789474,0.977011494252873,0.95427435387674
"North Carolina",0,0.343007915567282,0.726744186046512,0,0,0,0,0.833333333333333,1.70876288659794,1.18181818181818,0,0,0,0.876993166287016,1.04712041884817,0.926315789473684,1.48965517241379,3.43893129770992,0.957426679280984,1.54566744730679,1.70179372197309,1.75791433891993,3.67256637168142,1.94984954864594,2.74151436031332,1.21037463976945,0,3.71293800539084,4.51117318435754,2.54304635761589,0,1.41176470588235,2.67966573816156,1.72006745362563,2.09863588667366,2.05405405405405,1.63392857142857,0.49,0.53125,1.46031746031746,0.606694560669456,2.27189781021898,0,2.52291105121294,1.72784810126582,0,0,0,0.410526315789474,1.43295019157088,1.98807157057654
"North Dakota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4708520179372,10.9869646182495,0,0,0,0,0,0,0,0,0,11.7647058823529,0,0,0,0,0,0,8.85416666666667,0,0,0,0,0,0,0,0,0,0,0,0
"Ohio",1.26086956521739,0.343007915567282,0.726744186046512,0,0.609037328094303,0,0.572390572390572,0.833333333333333,1.70876288659794,0.590909090909091,0,2.47162673392182,1.38861386138614,0,1.04712041884817,1.76842105263158,1.98620689655172,1.0381679389313,0.783349101229896,2.24824355971897,0.773542600896861,0.549348230912477,4.51201011378003,4.46840521564694,0.639686684073107,2.90489913544669,3.44202898550725,4.4811320754717,4.24581005586592,3.17880794701987,4.37311557788945,0,0.412256267409471,3.13659359190556,0.671563483735572,2.77901430842607,3.26785714285714,1.38833333333333,2.47916666666667,1.26984126984127,0.606694560669456,0.757299270072993,1.93548387096774,1.12129380053908,0,0.931645569620253,0.748829953198128,0,0.410526315789474,0,1.82902584493042
"Oklahoma",2.47826086956522,0,2.61627906976744,0,0,0,0,0,0,2.12727272727273,3.51301115241636,0,4.08415841584158,2.79043280182232,3.35078534031414,0,0,4.02290076335878,6.5279091769158,2.81030444964871,2.93946188340807,2.08752327746741,0,3.24974924774323,0,2.4207492795389,2.53623188405797,2.56064690026954,0,0,0,7.05882352941176,1.85515320334262,0,2.51836306400839,5.07472178060413,0,0,0,0,0,13.6313868613139,1.45161290322581,0,2.9620253164557,0,0,0,0,0,0
"Oregon",0,0,0,0,0,0,0.801346801346801,0,4.62371134020619,1.65454545454545,0,2.33039092055486,0,0,0,0,2.11034482758621,0,2.35004730368969,0,2.01121076233184,0,0,7.14944834503511,1.73629242819843,3.38904899135447,0,3.58490566037736,2.78631284916201,0,0,1.76470588235294,2.67966573816156,2.22596964586847,0,1.93322734499205,0,1.225,0,0,0,4.08941605839416,0,0,0,0,0,0,0,2.01915708812261,0
"Pennsylvania",0,0,0,0.625,0.609037328094303,0.975535168195719,0.286195286195286,1.5,3.01546391752577,1.06363636363636,0,1.41235813366961,0,0,0.837696335078534,0.757894736842105,1.98620689655172,0,0.783349101229896,0.702576112412178,0.773542600896861,0.549348230912477,2.09860935524652,3.16850551654965,1.18798955613577,1.21037463976945,3.80434782608696,0.640161725067385,2.78631284916201,2.86092715231788,0.741206030150754,1.17647058823529,1.44289693593315,2.83305227655987,2.93809024134313,1.81240063593005,1.90625,0.408333333333333,2.74479166666667,0.634920634920635,1.45606694560669,1.96897810218978,0.645161290322581,0,1.48101265822785,1.63037974683544,1.40405616224649,0.571428571428571,0.684210526315789,0.586206896551724,0.795228628230616
"Rhode Island",0,0,14.5348837209302,0,0,0,0,0,0,0,0,0,0,0,0,8.42105263157895,0,0,8.7038789025544,0,0,5.71322160148976,0,0,0,0,0,6.78571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66129032258065,0,8.22784810126582,0,0,0,0,0,0
"South Carolina",1.78260869565217,0.891820580474934,0,0,0,2.85932721712538,0,0,4.42268041237113,0,0,0,0,0,0,2.27368421052632,0,2.98473282442748,2.35004730368969,1.9672131147541,2.01121076233184,0,6.19089759797724,0,1.64490861618799,0,3.6231884057971,0,8.22625698324022,0,0,0,0,0,0,0,1.36160714285714,0,0,0,0,1.96897810218978,1.04838709677419,0,0,0,2.05928237129485,0,0.957894736842105,0,0
"South Dakota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4137931034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6842105263158,0,0
"Tennessee",0,0.617414248021108,0,0,0,1.95107033639144,0,0,0,0,1.60594795539033,2.86002522068096,2.36881188118812,0,0,4.71578947368421,1.36551724137931,5.96946564885496,1.65373699148534,0,2.93946188340807,0.988826815642458,0,1.54363089267803,2.2845953002611,5.32564841498559,3.6231884057971,1.15229110512129,5.57262569832402,1.27152317880795,3.85427135678392,2.11764705882353,0.824512534818941,1.31534569983137,0,0,1.90625,0.816666666666667,0,0,0,3.63503649635037,0,0,0,4.4253164556962,1.40405616224649,0,0.684210526315789,1.23754789272031,0
"Texas",0.782608695652174,0.137203166226913,0.581395348837209,0.25,0.791748526522593,0.840978593272171,0.457912457912458,0.611111111111111,1.90979381443299,0.236363636363636,1.30483271375465,1.16519546027743,0.49009900990099,1.67425968109339,1.46596858638743,0.673684210526316,0.868965517241379,1.68702290076336,1.65373699148534,2.24824355971897,2.63004484304933,1.53817504655493,3.46270543615676,1.94984954864594,1.18798955613577,2.17867435158501,1.6304347826087,1.53638814016173,3.18435754189944,2.3841059602649,1.92713567839196,1.76470588235294,1.03064066852368,0.3035413153457,1.2591815320042,0.483306836248013,0.816964285714286,0.816666666666667,0.796875,0.761904761904762,1.09205020920502,1.06021897810219,0.564516129032258,1.75202156334232,0,1.04810126582278,0.93603744149766,1.71428571428571,0.547368421052632,1.04214559386973,0
"Utah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73103448275862,0,0,0,0,0,4.4070796460177,0,0,0,2.53623188405797,0,0,0,0,0,0,0,0,0,0,0,1.94791666666667,0,0,2.72627737226277,0,0,0,0,0,0,0,0,0
"Vermont",0,6.86015831134565,0,0,0,0,5.72390572390572,0,0,11.8181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.207492795389,0,0,0,15.8940397350993,0,0,20.6128133704735,0,0,0,0,0,0,0,0,15.1459854014599,8.06451612903226,0,0,0,0,0,0,0,0
"Virginia",0,0.411609498680739,0,0,0.791748526522593,1.31192660550459,0,0,0,0.709090909090909,0,0,3.02227722772277,1.03644646924829,0,1.93684210526316,1.73793103448276,0,3.91674550614948,1.82669789227166,0,0,1.36409608091024,1.05616850551655,0,2.17867435158501,1.6304347826087,2.43261455525606,1.19413407821229,0,0,3.05882352941176,2.26740947075209,1.92242833052277,0,1.57074721780604,0,0,1.23958333333333,0.825396825396825,1.3347280334728,0,0.483870967741935,0,0.987341772151899,0,0,1.71428571428571,0,1.69348659003831,1.19284294234592
"Washington",0.956521739130435,0,0,0,1.94891944990177,0,0.915824915824916,0,0,0.827272727272727,1.20446096654275,3.53089533417402,0,1.35535307517084,0,1.26315789473684,0,6.48854961832061,1.21854304635762,0,1.08295964125561,3.95530726256983,0,0,1.82767624020888,0,2.89855072463768,0.89622641509434,4.24581005586592,2.06622516556291,1.18592964824121,1.88235294117647,0,0,1.00734522560336,1.93322734499205,1.49776785714286,1.30666666666667,0.796875,5.26984126984127,0.849372384937238,0,0.645161290322581,1.75202156334232,0,1.28101265822785,0,0.952380952380952,0.547368421052632,1.04214559386973,1.35188866799205
"West Virginia",0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12801678908709,0,0,0,0,0,0,0,0,0,0,8.15189873417721,0,0,0,6.38314176245211,0
"Wisconsin",0,0,0,0,0,0,0,1.72222222222222,0,1.18181818181818,0,1.69482976040353,0,0,2.09424083769634,0,0,0,1.74077578051088,1.54566744730679,0,0,2.30847029077118,1.86860581745236,1.27937336814621,1.21037463976945,0,1.40835579514825,0,0,1.77889447236181,0,1.03064066852368,0,4.02938090241343,1.32909379968204,1.08928571428571,0,2.125,0,0,0,0,0,0,0,0,0,0,0,0
"Wyoming",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6160714285714,0,0,0,0,0,0,0,0,0,0,19.047619047619,0,0,0
